,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,218,89,782,129,89,672,104,110,697,193,110,807
1,852,414,148,438,414,83,431,65,90,845,65,155
2,722,606,278,116,606,111,103,167,124,709,167,291
3,413,258,587,155,258,105,121,482,139,379,482,621
4,818,647,182,171,647,86,153,96,104,800,96,200
5,228,104,772,124,104,128,104,644,148,208,644,792
6,850,629,150,221,629,76,206,74,91,835,74,165
7,744,546,256,198,546,95,165,161,128,711,161,289
8,714,464,286,250,464,130,214,156,166,678,156,322
9,461,273,539,188,273,139,146,400,181,419,400,581
10,768,476,232,292,476,116,250,116,158,726,116,274
11,319,155,681,164,155,146,125,535,185,280,535,720
12,844,554,156,290,554,79,270,77,99,824,77,176
13,626,370,374,256,370,136,158,238,234,528,238,472
14,590,272,410,318,272,146,182,264,282,454,264,546
15,599,367,401,232,367,168,183,233,217,550,233,450
16,513,243,487,270,243,155,153,332,272,396,332,604
17,695,453,305,242,453,150,224,155,168,677,155,323
18,442,190,558,252,190,170,132,388,290,322,388,678
19,751,507,249,244,507,140,238,109,146,745,109,255
20,482,192,518,290,192,185,136,333,339,328,333,672
21,709,454,291,255,454,137,238,154,154,692,154,308
22,472,241,528,231,241,213,139,315,305,380,315,620
23,683,417,317,266,417,171,223,146,214,640,146,360
24,466,192,534,274,192,218,135,316,357,327,316,673
25,679,457,321,222,457,170,239,151,153,696,151,304
26,451,222,549,229,222,252,150,297,331,372,297,628
27,706,449,294,257,449,131,208,163,180,657,163,343
28,471,230,529,241,230,242,147,287,336,377,287,623
29,649,381,351,268,381,181,233,170,216,614,170,386
30,443,233,557,210,233,283,160,274,333,393,274,607
31,630,354,370,276,354,192,235,178,233,589,178,411
32,494,263,506,231,263,254,155,252,330,418,252,582
33,631,376,369,255,376,193,223,176,225,599,176,401
34,479,248,521,231,248,274,164,247,341,412,247,588
35,648,372,352,276,372,186,237,166,225,609,166,391
36,415,224,585,191,224,298,155,287,334,379,287,621
37,646,395,354,251,395,200,227,154,224,622,154,378
38,513,276,487,237,276,247,147,240,337,423,240,577
39,581,353,419,228,353,231,222,188,237,575,188,425
40,518,254,482,264,254,241,165,241,340,419,241,581
41,599,382,401,217,382,228,202,173,243,584,173,416
42,464,258,536,206,258,295,153,241,348,411,241,589
43,642,373,358,269,373,193,234,165,228,607,165,393
44,493,251,507,242,251,256,146,251,352,397,251,603
45,606,380,394,226,380,224,212,170,238,592,170,408
46,498,285,502,213,285,253,140,249,326,425,249,575
47,599,345,401,254,345,220,207,181,267,552,181,448
48,472,250,528,222,250,277,185,251,314,435,251,565
49,624,353,376,271,353,196,221,180,246,574,180,426
50,474,255,526,219,255,282,169,244,332,424,244,576
51,604,374,396,230,374,228,207,168,251,581,168,419
52,499,264,501,235,264,266,157,235,344,421,235,579
