,Route0,Route1,Route2,Route3,Route4,Route5
0,0,0,1,0,999,0
1,517,483,0,0,0,0
2,0,0,0,0,0,1000
3,993,7,0,0,0,0
4,0,1000,0,0,0,0
5,0,0,0,0,1000,0
6,1000,0,0,0,0,0
7,0,0,0,0,0,1000
8,1000,0,0,0,0,0
9,0,1000,0,0,0,0
10,0,0,0,0,1000,0
11,1000,0,0,0,0,0
12,0,0,0,0,0,1000
13,1000,0,0,0,0,0
14,0,1000,0,0,0,0
15,0,0,0,0,1000,0
16,1000,0,0,0,0,0
17,0,0,0,0,0,1000
18,1000,0,0,0,0,0
19,0,1000,0,0,0,0
20,0,0,0,0,1000,0
21,1000,0,0,0,0,0
22,0,0,0,0,0,1000
23,1000,0,0,0,0,0
24,0,1000,0,0,0,0
25,0,0,0,0,1000,0
26,1000,0,0,0,0,0
27,0,0,0,0,0,1000
28,1000,0,0,0,0,0
29,0,1000,0,0,0,0
30,0,0,0,0,1000,0
31,1000,0,0,0,0,0
32,0,0,0,0,0,1000
33,1000,0,0,0,0,0
34,0,1000,0,0,0,0
35,0,0,0,0,1000,0
36,1000,0,0,0,0,0
37,0,0,0,0,0,1000
38,1000,0,0,0,0,0
39,0,1000,0,0,0,0
40,0,0,0,0,1000,0
41,1000,0,0,0,0,0
42,0,0,0,0,0,1000
43,1000,0,0,0,0,0
44,0,1000,0,0,0,0
45,0,0,0,0,1000,0
46,1000,0,0,0,0,0
47,0,0,0,0,0,1000
48,1000,0,0,0,0,0
49,0,1000,0,0,0,0
50,0,0,0,0,1000,0
51,1000,0,0,0,0,0
52,0,0,0,0,0,1000
53,1000,0,0,0,0,0
54,0,1000,0,0,0,0
55,0,0,0,0,1000,0
56,1000,0,0,0,0,0
57,0,0,0,0,0,1000
58,1000,0,0,0,0,0
59,0,1000,0,0,0,0
60,0,0,0,0,1000,0
61,1000,0,0,0,0,0
62,0,0,0,0,0,1000
63,1000,0,0,0,0,0
64,0,1000,0,0,0,0
65,0,0,0,0,1000,0
66,1000,0,0,0,0,0
67,0,0,0,0,0,1000
68,1000,0,0,0,0,0
69,0,1000,0,0,0,0
70,0,0,0,0,1000,0
71,1000,0,0,0,0,0
72,0,0,0,0,0,1000
