,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,116,32,884,84,32,732,53,152,763,85,152,915
1,796,394,204,402,394,121,391,83,132,785,83,215
2,781,622,219,159,622,95,154,124,100,776,124,224
3,780,615,220,165,615,81,155,139,91,770,139,230
4,771,541,229,230,541,100,217,129,113,758,129,242
5,347,176,653,171,176,92,147,561,116,323,561,677
6,848,533,152,315,533,57,297,95,75,830,95,170
7,631,423,369,208,423,85,184,284,109,607,284,393
8,367,195,633,172,195,97,158,536,111,353,536,647
9,852,575,148,277,575,72,248,76,101,823,76,177
10,343,182,657,161,182,104,139,553,126,321,553,679
11,870,549,130,321,549,58,280,72,99,829,72,171
12,452,276,548,176,276,102,145,446,133,421,446,579
13,774,508,226,266,508,87,216,139,137,724,139,276
14,347,192,653,155,192,110,127,543,138,319,543,681
15,835,567,165,268,567,76,252,89,92,819,89,181
16,461,280,539,181,280,115,157,424,139,437,424,563
17,754,448,246,306,448,105,246,141,165,694,141,306
18,376,187,624,189,187,127,136,497,180,323,497,677
19,829,553,171,276,553,71,231,100,116,784,100,216
20,471,223,529,248,223,116,133,413,231,356,413,644
21,737,443,263,294,443,112,235,151,171,678,151,322
22,495,219,505,276,219,111,150,394,237,369,394,631
23,695,396,305,299,396,132,217,173,214,613,173,387
24,510,250,490,260,250,143,141,347,262,391,347,609
25,651,342,349,309,342,147,220,202,236,562,202,438
26,521,250,479,271,250,155,178,324,248,428,324,572
27,624,329,376,295,329,155,186,221,264,515,221,485
28,528,250,472,278,250,194,173,278,299,423,278,577
29,601,356,399,245,356,156,191,243,210,547,243,453
30,538,267,462,271,267,178,185,284,264,452,284,548
31,554,278,446,276,278,197,194,249,279,472,249,528
32,568,311,432,257,311,208,181,224,284,492,224,508
33,564,277,436,287,277,198,194,238,291,471,238,529
34,543,284,457,259,284,219,208,238,270,492,238,508
35,556,300,444,256,300,229,188,215,297,488,215,512
36,520,271,480,249,271,238,192,242,295,463,242,537
37,545,294,455,251,294,229,197,226,283,491,226,509
38,526,271,474,255,271,225,191,249,289,462,249,538
39,555,311,445,244,311,225,183,220,286,494,220,506
40,553,312,447,241,312,224,172,223,293,484,223,516
41,554,305,446,249,305,237,173,209,313,478,209,522
42,528,310,472,218,310,251,177,221,292,487,221,513
43,549,289,451,260,289,210,175,241,295,464,241,536
44,527,294,473,233,294,242,196,231,279,490,231,510
45,552,316,448,236,316,248,192,200,292,508,200,492
46,533,280,467,253,280,237,176,230,314,456,230,544
47,550,313,450,237,313,252,191,198,298,504,198,496
48,517,276,483,241,276,248,169,235,320,445,235,555
49,561,340,439,221,340,212,181,227,252,521,227,479
50,504,273,496,231,273,260,179,236,312,452,236,548
51,574,336,426,238,336,231,205,195,264,541,195,459
52,511,284,489,227,284,236,154,253,309,438,253,562
53,590,307,410,283,307,202,202,208,283,509,208,491
54,541,315,459,226,315,247,164,212,309,479,212,521
55,518,290,482,228,290,272,209,210,291,499,210,501
56,554,280,446,274,280,245,203,201,316,483,201,517
57,541,316,459,225,316,234,172,225,287,488,225,512
58,511,285,489,226,285,256,171,233,311,456,233,544
59,566,339,434,227,339,240,205,194,262,544,194,456
60,514,288,486,226,288,260,162,226,324,450,226,550
61,558,315,442,243,315,251,208,191,286,523,191,477
