,Road0,Road1,Road2,Road3,Road4,Road5,Road6,Road7,Road8,Road9,Road10,Road11
0,0,0,1000,0,0,1000,0,0,1000,0,0,1000
1,1000,504,0,496,504,0,496,0,0,1000,0,0
2,1000,1000,0,0,1000,0,0,0,0,1000,0,0
3,0,0,1000,0,0,0,0,1000,0,0,1000,1000
4,1000,300,0,700,300,0,700,0,0,1000,0,0
5,0,0,1000,0,0,1000,0,0,1000,0,0,1000
6,1000,1000,0,0,1000,0,0,0,0,1000,0,0
7,1000,1000,0,0,1000,0,0,0,0,1000,0,0
8,0,0,1000,0,0,0,0,1000,0,0,1000,1000
9,1000,0,0,1000,0,0,1000,0,0,1000,0,0
10,0,0,1000,0,0,1000,0,0,1000,0,0,1000
11,1000,1000,0,0,1000,0,0,0,0,1000,0,0
12,1000,1000,0,0,1000,0,0,0,0,1000,0,0
13,0,0,1000,0,0,0,0,1000,0,0,1000,1000
14,1000,0,0,1000,0,0,1000,0,0,1000,0,0
15,0,0,1000,0,0,1000,0,0,1000,0,0,1000
16,1000,1000,0,0,1000,0,0,0,0,1000,0,0
17,1000,1000,0,0,1000,0,0,0,0,1000,0,0
18,0,0,1000,0,0,0,0,1000,0,0,1000,1000
19,1000,0,0,1000,0,0,1000,0,0,1000,0,0
20,0,0,1000,0,0,1000,0,0,1000,0,0,1000
21,1000,1000,0,0,1000,0,0,0,0,1000,0,0
22,1000,1000,0,0,1000,0,0,0,0,1000,0,0
23,0,0,1000,0,0,0,0,1000,0,0,1000,1000
24,1000,0,0,1000,0,0,1000,0,0,1000,0,0
25,0,0,1000,0,0,1000,0,0,1000,0,0,1000
26,1000,1000,0,0,1000,0,0,0,0,1000,0,0
27,1000,1000,0,0,1000,0,0,0,0,1000,0,0
28,0,0,1000,0,0,0,0,1000,0,0,1000,1000
29,1000,0,0,1000,0,0,1000,0,0,1000,0,0
30,0,0,1000,0,0,1000,0,0,1000,0,0,1000
31,1000,1000,0,0,1000,0,0,0,0,1000,0,0
32,1000,1000,0,0,1000,0,0,0,0,1000,0,0
33,0,0,1000,0,0,0,0,1000,0,0,1000,1000
34,1000,0,0,1000,0,0,1000,0,0,1000,0,0
35,0,0,1000,0,0,1000,0,0,1000,0,0,1000
36,1000,1000,0,0,1000,0,0,0,0,1000,0,0
37,1000,1000,0,0,1000,0,0,0,0,1000,0,0
38,0,0,1000,0,0,0,0,1000,0,0,1000,1000
39,1000,0,0,1000,0,0,1000,0,0,1000,0,0
40,0,0,1000,0,0,1000,0,0,1000,0,0,1000
41,1000,1000,0,0,1000,0,0,0,0,1000,0,0
42,1000,1000,0,0,1000,0,0,0,0,1000,0,0
43,0,0,1000,0,0,0,0,1000,0,0,1000,1000
44,1000,0,0,1000,0,0,1000,0,0,1000,0,0
45,0,0,1000,0,0,1000,0,0,1000,0,0,1000
46,1000,1000,0,0,1000,0,0,0,0,1000,0,0
47,1000,1000,0,0,1000,0,0,0,0,1000,0,0
